id,title,wage,vessel_type,vessel_name,start_date,contract_duration,trading_region,info_text
471174,Chief Officer,$ 11 300 - $ 12 100 per month,LPG / LNG,Worldwide,10/12/2024,4 months,Madeira,"
Information about vacancy Chief Officer (for LPG / LNG):
Minimum 2 contracts in rank on Gastankers. CoG experience is essential. Preferably with Ethylene experience. Full Family medical insurance suite, flat rate internet onboard.
"
473149,Chief Officer,$ 10 500 - $ 11 800 per month,Chemical tanker,,22/11/2024,4 months,,"
Information about vacancy Chief Officer (for Chemical tanker):
URGENTLY LOOKING FOR CHIEF OFFICER WITH USA VISA TO JOIN OIL/CHEMICAL TANKER  WAGES: 10500-11800 USD CONTRACT: 4+/-1 MONTHS JOINING: MID/END NOV VESSEL: OIL/CHEMICAL TANKER DWT: Apply via Maritime Zone ME: MAN B. & W.  –  KW YEAR OF BUILD: 2002, JAPAN CREW ONBOARD: EASTERN EUROPEAN, FILIPINOS  MINIMUM REQUIREMENTS: - GOOD ENGLISH - EXPERIENCE MIN. 36 MONTH IN RANK - USA VISA
"
462758,2nd Engineer,$ 7 200 per month,Container Ship,,25/11/2024,4 months,Liberia,
464726,Motorman,$ 1 700 per month,Coaster,,29/11/2024,6 months,,"
Information about vacancy Motorman (for Coaster):
Our respective client is seeking for Motorman to join General Cargo ( coaster) vessels in strong and stable Company. Requirements:Certificate of Competence.Valid STCW certificatesValid Medical certificateGood English Conditions:Salary: 1640 EURContract duration: 4 months +/- 1 months 
"
470765,ETO,$ 6 500 per month,Bulk Carrier,,04/12/2024,4 months,Bahamas,"
Information about vacancy ETO (for Bulk Carrier):
Requirements: Valid US Visa (assistance with application if absent), experience in the rank on geared vessels, good English (Marlins - ETO - 70% Engine Operational Level).
"
440629,2nd Officer,$ 3 650 per month,Container Ship,North Sea,02/12/2024,4 months,Cyprus,
473260,3rd Engineer,$ 1 700 - $ 1 800 per month,Power Station Vessel,Black Sea,23/11/2024,6 months,Liberia,"
Information about vacancy 3rd Engineer (for Power Station Vessel):
POWER STATION VESSEL(ПЛАВУЧАЯ ЭЛЕКТРОСТАНЦИЯ) РАБОТА В ПОРТАХ УКРАИНЫ • Duration - 6(+-1) months• Верификация на руках• Обновленные данные в РЕЗЕРВ+ •‼️ Бронь на период работы‼️• Type of vessel - Power Station 3310 dwt• Location – Ukraine• Тема письма для Application Form - ""Power Station Vessel"" !!Наши контакты:Apply via Maritime ZoneOffice - +380 (48) 737 55 33 WhatsApp / Viber / Telegram - +380 (63) 73 755 33 /  +380 (95) 737 55 33
"
462021,Chief Officer,$ 5 400 - $ 5 900 per month,General cargo,,22/11/2024,4 months,,"
Information about vacancy Chief Officer (for General cargo):
Promotion Prospects ;Personal Touch ;Timely Relief
"
472471,2nd Officer,$ 5 000 per month,LPG / LNG,,05/12/2024,4 months,,"
Information about vacancy 2nd Officer (for LPG / LNG):
Apply via Maritime Zone
"
468990,2nd Engineer,$ 8 200 - $ 8 400 per month,Container Ship,,23/11/2024,4 months,,"
Information about vacancy 2nd Engineer (for Container Ship):
GEARLESS CONTAINER DWT 107482 MTTEU 9469CREW MIXEDMAIN ENG MAN B&W MC
"
472164,El. Engineer,$ 6 500 - $ 7 000 per month,Container Ship,,30/11/2024,4 months,,"
Information about vacancy El. Engineer (for Container Ship):
Urgently looking for ELECTRICAL ENGINEERS with experience on ME SULZER WARTSILA 6RTA62U to join CONTAINER VESSEL.TEU: 6000 | Stable job | Insurance during employment | Travel covered
"
468139,Boatswain,$ 2 200 per month,Bulk Carrier,,05/12/2024,6 months,,"
Information about vacancy Boatswain (for Bulk Carrier):
GOOD ENGLISH, EXPERIENCE+380974841783 viber
"
466824,Chief Engineer,$ 375 - $ 400 per day,ROV Support vessel,,30/11/2024,3 months,,"
Information about vacancy Chief Engineer (for ROV Support vessel):
CE for OSV/MPSV DP2 in UAE $375-400/dayDuration 90days on rotation back to backJoining ASAPUAESALARY $375-400/dayRequirements: 24 months experience in rank on similar vessels, DP Maintenance and DP Log Book, ASD experience is a plus, Niigata and Cummins experience requiredAll the interested candidates please send updated CVs to ALL BELOW EMAILSApply via Maritime Zone
"
468569,Chief Officer,$ 11 000 - $ 12 000 per month,Chemical tanker,,28/11/2024,5 months,Worldwide,
473775,OS,$ 1 244 per month,Container Ship,,25/11/2024,6 months,Liberia,
471066,Chief Officer,$ 5 500 per month,General cargo,,30/11/2024,4 months,,
467448,3rd Engineer,$ 3 000 - $ 3 200 per month,Oil Products Tanker,,28/11/2024,5 months,,
471436,ETO,$ 6 000 per month,Container Ship,,02/12/2024,4 months,,"
Information about vacancy ETO (for Container Ship):
Free of charge employment service;Now Hiring
"
455169,Chief Cook,$ 2 400 per month,Reefer,,25/11/2024,6 months,Poland,
473958,2nd Engineer,$ 7 500 per month,Bulk Carrier,,30/11/2024,4 months,Bahamas,"
Information about vacancy 2nd Engineer (for Bulk Carrier):
Greetings to the esteemed sailors who are considering this position! I from Dese Crew Management and I want to propose to you this vacancy:____________________________________________________________REQUIREMENTS: - Good English, EXP. in rank and SAME dwt, SAME type of vessel. - Max age - 55 - USA VISA______________________________________________________________I will answer all your questions via WhatsApp or TelegramPlease send your CV`s to my WhatsApp or my Email:Tel:+380965506770Apply via Maritime Zone
"
470227,ETO,Salary Negotiable,AHTS,,22/11/2024,3 months,,"
Information about vacancy ETO (for AHTS):
VSL’s type – AHTS NON DP; Wages – 200 - 220 USD per day; Contract Duration: 90 days; Area of sailing – KSA; Join date – ASAP; Comments: The candidate must hold Electro Technical Officer’s License; Minimum obligatory experience – 12 months on similar types of vessels actual on board in the rank of ETO; ARAMCO approved candidates are preferable. Please apply with: 1. Updated CV with details of sea service; 2. COC and Endorsement and all valid STCW certificates; 3. Passport copy; 4. Seaman’s book copies of all pages with details of sea service evidence of each vessel as detailed on CV; 5. References from previous employers; 6. Medical certificate; 7. Marlins Test (minimum score 70% in all sections); Candidates must be fully vaccinated against Covid-19. Apply via Navis Telegram Channel (NTC) Apply via Maritime Zone or get hired faster please fill in application form online on our website:  
"
466609,Receptionist,$ 1 000 per month,Cruise Liner,,10/02/2025,8 months,Panama,
470732,Motorman-welder,$ 2 100 per month,Chemical tanker,,16/01/2025,6 months,Liberia,
468752,Master,$ 9 000 - $ 11 000 per month,Container Ship,,30/11/2024,5 months,,"
Information about vacancy Master (for Container Ship):
MasterContainer VesselsSalary: 9000-11000 USD or more (upon experience)Good EnglishExperience in rankApply via Maritime Zone
"
462975,El. Engineer,$ 5 500 - $ 6 500 per month,Oil Products Tanker,,23/11/2024,4 months,North Sea,"
Information about vacancy El. Engineer (for Oil Products Tanker):
Looking for the right candidate to join our kind Oil/Chemical tanker in the end of November. Vessel is operating mainly in European ports.
"
467274,Pumpman,$ 2 700 - $ 3 000 per month,Chemical tanker,,20/11/2024,6 months,,"
Information about vacancy Pumpman (for Chemical tanker):
Pumpman on Chemical / Oil Products TankerDuration: 6 months +/- 1Embarkation: Apply via Maritime ZoneVISA: USA C1/DSalary: 2500 - 2800 USD per monthYear of build: 2019DWT: 49800Engine: MAN 6S50ME – 7180 KWEnglish: GoodCrew: MixedSailing area: WWMore vacancies on Telegram @tridentmaritime_vacanciesAnd contact us on LinkedIn [Apply on Telegram, WhatsApp, Viber +380687373735, +380957373735, +380667373735, +380977373735]
"
473667,2nd Engineer,$ 7 480 per month,Bulk Carrier,,27/11/2024,6 months,Marshall Islands,"
Information about vacancy 2nd Engineer (for Bulk Carrier):
Good EnglishUSA visa preferablyDWT - 32000Mitsubishi 6UECSLSE6840kwYOB - 2010Cranes Apply via Maritime Zone mtJoining - ВОЗМОЖЕН СТАРТ 
"
458537,Chief Engineer,$ 360 per day,AHTS,,15/01/2025,3 months,Vanuatu,
470948,2nd Engineer,$ 7 000 per month,Bulk Carrier,Worldwide,25/11/2024,3 months,Marshall Islands,
472975,ETO,$ 7 223 - $ 7 623 per month,Chemical tanker,,20/12/2024,4 months,,
474008,Chief Engineer,$ 8 500 - $ 9 000 per month,General cargo,,28/11/2024,4 months,Portugal,"
Information about vacancy Chief Engineer (for General cargo):
Greetings to the esteemed sailors who are considering this position! My name is Serhii I from Dese Crew Management and I want to propose to you this vacancy:• Rank: Chief Engineer • Vessel type: General Cargo • DWT: 8000• Year Built: 2008• Flag: Portugal  • Salary: 8500 - 9000 USD• Contract duration: 4 months• Joining date: End of November - Trading area: Med area____________________________________________________________REQUIREMENTS: - Good English, experience on vessels of the same type and similar DWT. ______________________________________________________________I will answer all your questions via WhatsApp or TelegramPlease send your CV`s to my WhatsApp or my Email:Tel: +380995517593Email: Apply via Maritime Zone
"
473722,Master,Salary Negotiable,Container Ship,,25/11/2024,4 months,Liberia,
467761,Chief Engineer,Salary Negotiable,Heavy lift vessel,,05/01/2025,4 months,,"
Information about vacancy Chief Engineer (for Heavy lift vessel):
Rank: CHIEF ENGINEERContract: 4+/-1 monthsEmbarkation: Apply via Maritime ZoneType: HEAVY LIFTDwt: 32279Engine Model: SULZER WARTSILA 7RT-flex50
"
468494,2nd Officer,$ 4 500 - $ 4 700 per month,Container Ship,,02/12/2024,5 months,,
473372,Master,$ 8 500 - $ 9 500 per month,Bulk Carrier,Worldwide,11/12/2024,5 months,Bahamas,
473688,OS,$ 1 300 - $ 1 380 per month,General cargo,,26/11/2024,6 months,Liberia,"
Information about vacancy OS (for General cargo):
Send your CV:⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️+380666073760 +380958859267 +380992960690Viber, WhatsApp, TelegramEmail: Apply via Maritime Zone
"
463722,Master,$ 9 000 - $ 9 800 per month,Container Ship,,25/11/2024,4 months,Malta,
469285,2nd Officer,$ 250 per day,Other vessels,,20/11/2024,2 months,,"
Information about vacancy 2nd Officer (for Other vessels):
VSL’s type – OSV DP2; Wages – 250 USD per day; Contract Duration: 60 +/- 30 days; Area of sailing – UAE; Join date – ASAP; Comments: The candidate must hold Officer of the Watch License and DP Full Certificate. Minimum obligatory experience – 12 months actual on board in the rank of Second Officer/SDPO and 360 active DP hours; ADNOC approved candidates are Apply via Maritime Zone apply with: 1. Updated CV with details of sea service; 2. COC and Endorsement and all valid STCW certificates; 3. Passport copy; 4. Seaman’s book and DP Log Book copies of all pages with details of sea service evidence of each vessel as detailed on CV; 5. References from previous employers; 6. Medical certificate; Candidates must be fully vaccinated against Covid-19. Apply via Navis Telegram Channel (NTC)  or get hired faster please fill in application form online on our website: 
"
472099,Chief Cook,$ 2 300 - $ 2 500 per month,Container Ship,,10/12/2024,4 months,Portugal,
473920,2nd Engineer,$ 7 400 per month,Bulk Carrier,,04/12/2024,4 months,,"
Information about vacancy 2nd Engineer (for Bulk Carrier):
We are inviting candidates from UKRAINIAN, RUSSIAN ,GEORGIAN, GREEK to join our team.Requirements:•	Candidates should have good English and be ready to pass CES test•	Candidates should have min 3 contracts in rank and SAME dwt, SAME type of vessel.•	Max age 40 years•	All candidates should have no more than 3 SHIPOWNERS (not agency) during last 5-7 contracts.•	All candidates should not be ashore for more than 1 year.•	 I am ready to answer all your questions via WhatsApp.•	 Please send your CV to my WhatsApp: +380961576853•	 Email: Apply via Maritime Zone•	Join our team – we are waiting for you!
"
472798,2nd Engineer,$ 7 000 - $ 7 700 per month,Bulk Carrier,Worldwide,03/12/2024,5 months,Marshall Islands,
473189,Motorman,$ 2 200 per month,Dry Cargo,,02/12/2024,3 months,Portugal,"
Information about vacancy Motorman (for Dry Cargo):
Schengen visa required for Russian citizens.
"
469992,Chief Officer,$ 330 per day,Platform Supply vessel,North Sea,17/12/2024,6 weeks,Denmark,
473166,2nd Officer,$ 4 000 per month,Bulk Carrier,,06/01/2025,6 months,Cyprus,"
Information about vacancy 2nd Officer (for Bulk Carrier):
ONLY UKRAINIAN CITIZENS.Українські моряки, які перебувають за кордоном, і тим морякам, які на офіційній основі можуть перетнути кордон.Please send your CV to Apply via Maritime ZoneEpsilon Odessa+38 (048) 728-00-54, (048) 728-00-62+380500105168 (TELEGRAM,VIBER)Address: French Boulevard 54/23Ukraine, Odessa
"
462327,Chief Engineer,$ 8 100 per month,General cargo,,20/11/2024,4 months,,"
Information about vacancy Chief Engineer (for General cargo):
Open Vacancy for C/ENG on General cargo vessel. Joining in China shipyard. 
"
469091,2nd Officer,$ 3 100 - $ 3 400 per month,General cargo,,11/01/2025,4 months,,"
Information about vacancy 2nd Officer (for General cargo):
Promotion Prospects ;Personal Touch ;Timely Relief
"
473865,Chief Officer,Salary Negotiable,Bulk Carrier,,05/12/2024,4 months,,"
Information about vacancy Chief Officer (for Bulk Carrier):
Requirements:•	Nationality: Turkish, Ukrainian, Russian, Georgian, and English (EU).•	Experience: Minimum of 12 months.•	Company Stability: Candidates should not have worked with more than two companies during their last five completed contracts.•	Age Limit:Maximum age of 50 years.•	 Contact: I am ready to answer all your questions via WhatsApp.•	Send your CV via WhatsApp at: +380961576853•	 Email for CV submission: Apply via Maritime Zone•	Join our team – we are waiting for you!
"
464709,OS,$ 1 200 - $ 1 400 per month,Container Ship,,20/11/2024,6 months,,"
Information about vacancy OS (for Container Ship):
OSContainer Vessels 1000-20000 TEUs1200-1400 USD6+/-1 mExperience in rankApply via Maritime Zone
"
466734,2nd Engineer,$ 300 per day,Platform Supply vessel,,20/11/2024,3 months,Persian Gulf,"
Information about vacancy 2nd Engineer (for Platform Supply vessel):
We are in the process of assembling a dedicated crew for our PSV-DP2 vessels assigned to an upcoming ARAMCO project.Joining: mid-end of NovemberRotation: 3 months on/offDay rate: Euro 280/dayARAMCO approval for PSV is highly prefered. Minimum 24m experience in rank.Please share your CV to Apply via Maritime Zone 
"
468403,Chief Engineer,Salary Negotiable,Tug boat,,20/11/2024,6 weeks,,"
Information about vacancy Chief Engineer (for Tug boat):
we are looking for Chief Engineer to join tugboat on 20th Nov Duration: 6 weeks (regular 6:6 rotation is possible)vessel is UK FlaggedRequirements:experience on (AHTS / multicat /workboat)Good English
"
471622,2nd Engineer,Salary Negotiable,Container Ship,,19/11/2024,5 months,Liberia,
474070,Chief Officer,$ 7 600 per month,Bulk Carrier,,30/11/2024,4 months,,"
Information about vacancy Chief Officer (for Bulk Carrier):
CHIEF OFFICER - 7600$BULK DWT: 80000tjoining NOVEMBER/DECEMBERUSA VISA ️КОНТРАКТ 3+1⬇️⬇️⬇️⬇️⬇️+380953808532 (Viber/WhatsApp)
"
470176,ETO,$ 7 000 - $ 7 500 per month,Crude Oil Tanker,,27/11/2024,4 months,Sierra Leone,
471767,3rd Officer,$ 4 100 - $ 4 500 per month,Oil Products Tanker,,01/12/2024,4 months,,
471337,2nd Engineer,$ 8 000 per month,Container Ship,,25/11/2024,5 months,,"
Information about vacancy 2nd Engineer (for Container Ship):
MAN B&W 8K98MC-C
"
473074,Oiler,Salary Negotiable,Container Ship,,01/12/2024,6 months,,"
Information about vacancy Oiler (for Container Ship):
Rank: OILERContract: 6 monthsEmbarkation: Apply via Maritime ZoneType: CONTDwt: 37500Year: 202
"
468792,2nd Officer,$ 3 200 per month,General cargo,,10/12/2024,6 months,,"
Information about vacancy 2nd Officer (for General cargo):
2nd OffGeneral Cargo Ship dw 5200 tones  Joining Decemberwage Apply via Maritime Zone usdContract 6+1 monthscrew mixGood EnglishExperience in rank
"
455845,Chief Engineer,$ 22 250 - $ 22 550 per month,LPG / LNG,,01/12/2024,3 months,United Arab Emirates,"
Information about vacancy Chief Engineer (for LPG / LNG):
must have min 24 months in rank and XDF experience on LNG
"
472235,2nd Engineer,$ 8 000 - $ 8 900 per month,Bulk Carrier,,22/11/2024,5 months,Liberia,"
Information about vacancy 2nd Engineer (for Bulk Carrier):
2nd Engineer to Bulk carrier PanamaxYOB: 2007DWT: 92832 tBuilder: SOUTH KOREAMain Engine: MAN B&W 7S50MC-CSalary: 8000$-8500R$ +400B or equivalent in EuroContract: 4+2 months Joining: NovemberRequirements: min 12 months in rank, Good English, experience on same type of vessel 
"
463074,Chief Engineer,Salary Negotiable,Cement Carrier,,01/12/2024,4 months,,"
Information about vacancy Chief Engineer (for Cement Carrier):
We are looking for the following crew:CEMENT CARRIERS, Joining in December- Chief EngineerSalary – negotiable, Contract Duration is 4 +/- 1 monthsRequirements:-	Mix crew experience-	Experience in rank min 2 contracts-	4 stroke exp 
"
472665,Chief Officer,$ 10 950 - $ 11 200 per month,LPG / LNG,,30/01/2025,4 months,,"
Information about vacancy Chief Officer (for LPG / LNG):
Germany Management ;Free of charge employment service;Re-joining Bonus;Loyalty Bonus
"
473977,4th Engineer,$ 3 350 per month,Bulk Carrier,,23/11/2024,6 months,Liberia,"
Information about vacancy 4th Engineer (for Bulk Carrier):
Pls send your CV by phone number - +380680028181 or by email - Apply via Maritime Zone
"
473998,Cook,$ 2 200 - $ 2 500 per month,General cargo,,29/11/2024,4 months,Portugal,"
Information about vacancy Cook (for General cargo):
Greetings to the esteemed sailors who are considering this position! My name is Serhii I from Dese Crew Management and I want to propose to you this vacancy:• Rank: Cook • Vessel type: General Cargo • DWT: 8000• Year Built: 2008• Flag: Portugal • Salary: 2200 - 2500 USD• Contract duration: 4 months• Joining date: End of November | Med area | Italian Flag____________________________________________________________REQUIREMENTS: - Good English, experience on vessels of the same type and similar DWT. - Italian food experience______________________________________________________________I will answer all your questions via WhatsApp or TelegramPlease send your CV`s to my WhatsApp or my Email:Tel: +380995517593Email: Apply via Maritime Zone
"
473832,3rd Engineer,$ 3 800 - $ 4 000 per month,Bulk Carrier,,11/12/2024,4 months,,"
Information about vacancy 3rd Engineer (for Bulk Carrier):
Contract duration - 4+2 MONTHS   Joining date - ASAPVessel type - 80000-170000dwt(bulk)Salary - 3800-4000$GOOD ENGLISH!!All candidates should have no more than 3 SHIPOWNERS (not agency) during last 5 contracts.Alina:    +380985304304( WhatsApp) Apply via Maritime Zone
"
468287,Chief Engineer,$ 12 000 - $ 15 000 per month,Crude Oil Tanker,,26/11/2024,4 months,,"
Information about vacancy Chief Engineer (for Crude Oil Tanker):
Зарплата зависит от результата прохождения собеседования
"
473561,Food and Beverage Manager,Salary Negotiable,Cruise Liner,,01/12/2024,3 months,,"
Information about vacancy Food and Beverage Manager (for Cruise Liner):
Rank: F&B MANAGERContract: 3:3 months rotationEmbarkation: Apply via Maritime ZoneType: Cruise LinerGrt: 150, 696 t, 5000 pax capacityFood and Beverage ManagerReports to: Head of Food & BeverageResponsibilities:- Effectively manage the department to provide an efficient, smooth and financially sound operation, enhancing both the guest and crew experience. - Oversee and support the Head of Food & Beverage in running an effective operation- To ensure great service is delivered and identify areas of improvement, continually striving to improve guest satisfaction scores and effectively resolve guest issues or complaints. Work effectively with other departments to optimize revenue usage and maximize revenue opportunities. - Ensure all relevant IT systems are operational and the fixtures and fittings within the outlets are in the best state of repair including tables, crockery, silverware, glassware and linen meet the required standards, reporting any issues and liaising with the relevant department.- Effectively market and promote Specialty venues to ensure maximum covers. Use different methods of communication and suggest new marketing ideas to heighten guest’s awareness of the restaurants.- Actively generate bar revenues by understanding the guest profile of each cruise and organizing promotions to increase revenue generating opportunities. Appropriately cater for special events such as weddings or cocktail parties and ensure all guest billing is correctly entered into the relevant system in a timely manner.- Develop, coach and lead our people and ensure appraisals are completed identifying development opportunities and provide support to managers to guide, motivate and direct their respective team members.  Coordinate and deliver coaching and training activities to develop the skills of the team, continually trying to improve guest service. - Ensure all work is carried out safely, efficiently and in accordance with all current safety and company regulations, including Public Health Policies and Procedures.- Maintain par stock levels and manage replacements for breakages or damaged items/equipment within budget. Undertake regular checks and inspections and ensure all equipment is operational and always maintained in a sanitized and clean state.- Provide a highly visible presence in the restaurant during service periods and attend corporate sponsored social events as and when required.- Effectively manage the allocated outlets, ensuring guest seating arrangements are met where possible and all working and cleaning routines are followed. - Analyze stock management using the supply and inventory management system and put in place required controls.- Understand P&L data and monitor performance against budget, investigate any variances or shortfalls and identify and report on corrective actions.- Monitor and manage expenditure by the effective use of all resources. Define and analyze financial and non-financial data, explaining any variances working alongside Finance Manager/Hotel Auditor.- Support staff to understand and contribute to financial management processes . stock control and other financial data and budgets.- Identify areas of improvement within the product that may reduce overall costs and increase efficiencies. - Monitor the performance of individuals in reaching set targets.- Ensure all IT systems have correct pricing and recipe depletions.Profile:- Minimum of 5 years progressive food and beverage managerial experience, preferably in a 4-star restaurant or three to five years’ experience in various supervisory and management capacities within the Food & Beverage division with consistently high-performance ratings. - Fully competent and experienced in the restaurant and/or food service industry. Ability to manage a team of senior division heads in F&B Operations. -  Ability to manage the financial aspects of a food and beverage operation, including the successful identification of expense reduction through cost efficiencies and revenue growth through promotional and up-selling activities. Ability to manage headcount within area as it relates to and supports the business needs of the vessel. - Competent in matters of principles and processes for providing customer and personal service including needs assessment techniques, quality service standards, alternative delivery systems, and customer satisfaction evaluation techniques.-  Knowledge of policies and practices involved in the human resources function. Ability to manage the international staff in a positive and productive manner by motivating, developing and managing employees as they work. Ability to utilize and administer the disciplinary action process through coaching and counseling to improve performance or terminate employment.-  Bachelor’s degree in hospitality management, business administration or related field from an accredited college or university or the international equivalent, preferred.original URL:Follow the link to apply:
"
467522,Cook,$ 2 500 per month,Bulk Carrier,,25/11/2024,4 months,,"
Information about vacancy Cook (for Bulk Carrier):
Free of charge employment service;Re-joining Bonus;Loyalty Bonus
"
473131,Chief Officer,$ 7 700 per month,Bulk Carrier,,05/12/2024,4 months,Marshall Islands,"
Information about vacancy Chief Officer (for Bulk Carrier):
GOOD ENGLISH, EXPERIENCE, USA VISA+380974841783 viber
"
472059,4th Engineer,$ 2 200 - $ 3 000 per month,Container Ship,,19/11/2024,6 months,,"
Information about vacancy 4th Engineer (for Container Ship):
ASAP , possible START!!!
"
464477,El. Engineer,$ 6 500 per month,Bulk Carrier,,20/11/2024,4 months,Israel,
469245,3rd Officer,$ 4 600 per month,VLCC,,30/11/2024,4 months,,
473218,3rd Engineer,$ 4 300 per month,RO-RO,,11/12/2024,5 months,Bahamas,
466919,Master,$ 7 500 - $ 9 600 per month,General cargo,,29/11/2024,4 months,Germany,
474027,4th Engineer,$ 4 320 per month,Chemical tanker,,03/12/2024,4 months,,"
Information about vacancy 4th Engineer (for Chemical tanker):
MSTR, CE, ETO - MIN 24 MONTHS EXPERIENCE IN RANKCO, 2O, 2E, 3E - MIN 18 MONTHS EXPERIENCE IN RANK3O, 4E - MIN 12 MONTHS EXPERIENCE IN RANKCHEMICALTANKER (DWT:50000)Please send your CV`s to my WhatsApp or Email; Apply via Maritime Zone I will answer all your questions via WhatsApp or Telegram: Tel. +380 93 545 0791
"
468141,Cook,$ 2 500 per month,Bulk Carrier,,05/12/2024,6 months,,"
Information about vacancy Cook (for Bulk Carrier):
GOOD ENGLISH, EXPERIENCE+380974841783 viber
"
465323,Engine Cadet,$ 436 per month,Container Ship,,08/01/2025,6 months,,
461360,Chief Officer,$ 12 300 - $ 12 800 per month,LPG / LNG,Worldwide,10/12/2024,4 months,Liberia,"
Information about vacancy Chief Officer (for LPG / LNG):
We look for Chief Officer for one of our ethylene-capable vessels.Requirements: min 12 months in rank, experience on gas tankers of similar type (semi-ref) and tonnage. US visa will be an advantage.
"
468842,Deck Cadet,$ 500 per month,General cargo,,15/12/2024,6 months,,"
Information about vacancy Deck Cadet (for General cargo):
Promotion Prospects
"
473961,2nd Engineer,$ 10 300 per month,Crude Oil Tanker,,06/12/2024,4 months,,"
Information about vacancy 2nd Engineer (for Crude Oil Tanker):
We are inviting candidates from UKRAINIAN, RUSSIAN ,GEORGIAN, GREEK to join our team.Requirements:•	Candidates should have good English and be ready to pass CES test•	Candidates should have min 3 contracts in rank and SAME dwt, SAME type of vessel.•	Max age 40 years•	All candidates should have no more than 2 SHIPOWNERS (not agency) during last 5-7 contracts.•	All candidates should not be ashore for more than 1 year.•	 I am ready to answer all your questions via WhatsApp.•	 Please send your CV to my WhatsApp: +380961576853•	 Email: Apply via Maritime Zone•	Join our team – we are waiting for you!
"
466630,OS,$ 1 200 - $ 1 300 per month,General cargo,,19/11/2024,6 months,,
467922,2nd Engineer,$ 7 700 per month,Bulk Carrier,Worldwide,25/11/2024,4 months,Liberia,"
Information about vacancy 2nd Engineer (for Bulk Carrier):
Experience in rank on similar ships and Good English Experience with MAN B&W(MC) Mix crew
"
473062,Fitter / Welder,$ 3 000 per month,Bulk Carrier,,22/11/2024,4 months,Liberia,
473598,3rd Engineer,$ 3 650 per month,Reefer,,02/12/2024,6 months,,
473432,2nd Engineer,$ 7 000 per month,Bulk Carrier,,04/12/2024,5 months,,"
Information about vacancy 2nd Engineer (for Bulk Carrier):
Возможен старт в должности и переход с другого типа судна!Отправляйте анкету на WhatsApp +380639490001 Марк.
"
462736,2nd Engineer,$ 7 500 - $ 7 800 per month,Container Ship,,15/12/2024,4 months,Malta,
468291,ETO,$ 5 900 per month,Bulk Carrier,Worldwide,25/11/2024,4 months,Bahamas,"
Information about vacancy ETO (for Bulk Carrier):
+ additional attractive Bonus system 
"
473824,Chief Officer,Salary Negotiable,Crude Oil Tanker,,27/11/2024,4 months,,"
Information about vacancy Chief Officer (for Crude Oil Tanker):
Requirements: WITH FLUENT FRENCH AND ENGILISH• DWT: 36952• Good English• Similar experience on rank and vessel type • Salary PER EXPERIENCE• Contract Duration (4+1 month) I will answer all your questions via WhatsApp or TelegramPlease send your CV`s to my WhatsApp or e-mail: Tel: + 380632835158 (Dmytro)e-mail: Apply via Maritime Zone
"
471663,Electrician,$ 5 500 per month,Container Ship,,20/11/2024,4 months,Antigua and Barbuda,"
Information about vacancy Electrician (for Container Ship):
We URGENTLY need an ELECTRICIAN for a FEEDER CONTAINER vessel. 9932 GRT. 2016 y. o. b. ATG flag. German owner. Main engine - MAN B&W 6S46ME-B, 8280 kW. Candidate must hold a valid USA visa.Contract: 4 months Salary: 5000 EuroDate of joining: ASAPContact person : Kristina and ViktorPlease send your full CV to Apply via Maritime Zone with Subject ""Application / NAME SURNAME / POSITION""Gretimybe crewing.. +370 46 380808
"
425194,OS-Cook,$ 2 400 per month,Tug boat,,23/11/2024,3 months,Liberia,
474031,ETO,$ 5 600 per month,Container Ship,,19/12/2024,5 months,Liberia,
470422,El. Engineer,$ 7 350 per month,Crude Oil Tanker,,19/11/2024,4 months,,"
Information about vacancy El. Engineer (for Crude Oil Tanker):
ETOGross tonnage:  170611tDWT 320159tEngine type MAN BWType of ship:  crude oil tankerYear of build: 2010Flag: GreeceJoining time:  mid of NovemberWages:  7000 USD + 350 USD rejoining bonusContract:  4+-1 monthsETOGross tonnage:  80591tDWT 155039tEngine type MAN BWType of ship:  crude oil tankerYear of build: 2004Flag: GreeceJoining time:  mid of NovemberWages:  7000 USD + 350 USD rejoining bonusContract:  4+-1 monthsPlease send your applications to Apply via Maritime Zone
"
469316,Master,$ 9 000 per month,General cargo,,25/01/2025,4 months,,"
Information about vacancy Master (for General cargo):
EU only
"
464174,ETO,$ 6 700 per month,Container Ship,,15/12/2024,3 months,Liberia,
465335,Chief Engineer,Salary Negotiable,Heavy lift vessel,,05/01/2025,4 months,,"
Information about vacancy Chief Engineer (for Heavy lift vessel):
Rank: CHIEF ENGINEERContract: 4+/-1 monthsEmbarkation: Apply via Maritime ZoneType: HEAVY LIFTDwt: 32279Engine Model: SULZER WARTSILA 7RT-flex50Follow the link to apply:
"
471726,Chief Engineer,$ 230 - $ 250 per day,General cargo,,03/12/2024,3 months,Netherlands,"
Information about vacancy Chief Engineer (for General cargo):
Dutch Shipowner searching for experienced CH ENG (Single position). Start be of December, possible work in rotation. Salary 230-250 Euro pd. 
"
471458,2nd Officer,$ 4 800 per month,Chemical tanker,,19/11/2024,5 months,Liberia,"
Information about vacancy 2nd Officer (for Chemical tanker):
looking for Ukrainian crew with experience vsl type in rank 
"
